Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type
27,India,YouTube,Metal,318,267,Billie Eilish,Free
51,Australia,Tidal,Hip-Hop,52,99,The Weeknd,Premium
60,UK,Deezer,EDM,334,429,Drake,Premium
26,Australia,Tidal,Rock,402,240,Taylor Swift,Free
35,UK,YouTube,Hip-Hop,50,143,Ed Sheeran,Premium
26,Australia,Deezer,EDM,441,55,Billie Eilish,Free
60,UK,Deezer,Reggae,112,222,Taylor Swift,Free
44,Germany,Amazon Music,Jazz,129,128,BTS,Free
54,Germany,Amazon Music,Metal,383,140,Ed Sheeran,Free
51,Australia,Apple Music,Metal,18,216,Adele,Free
41,Germany,Apple Music,Country,126,456,Drake,Free
47,Canada,Amazon Music,EDM,160,93,Taylor Swift,Free
50,Canada,Spotify,Metal,531,124,Taylor Swift,Premium
47,India,Spotify,Metal,58,246,Dua Lipa,Free
54,India,Tidal,Hip-Hop,438,461,Drake,Free
56,France,Apple Music,Hip-Hop,338,497,Post Malone,Premium
40,Germany,Spotify,Reggae,312,195,Post Malone,Free
22,India,Deezer,Jazz,99,424,Post Malone,Free
58,India,YouTube,Hip-Hop,360,154,Ed Sheeran,Premium
38,South Korea,Tidal,EDM,279,304,Billie Eilish,Free
30,UK,Spotify,Country,564,217,Taylor Swift,Free
59,Australia,Apple Music,Jazz,24,479,Drake,Premium
15,France,Tidal,Metal,595,375,Taylor Swift,Premium
23,Germany,Amazon Music,Hip-Hop,600,101,The Weeknd,Free
52,India,Amazon Music,Pop,393,157,Ed Sheeran,Free
56,India,YouTube,Classical,388,38,The Weeknd,Premium
39,Australia,YouTube,Reggae,152,39,Post Malone,Premium
35,India,Tidal,Rock,234,50,Adele,Premium
21,Brazil,Spotify,Classical,41,462,Taylor Swift,Free
35,Germany,Amazon Music,Jazz,33,328,Taylor Swift,Premium
57,USA,YouTube,Reggae,171,165,Post Malone,Premium
26,UK,Amazon Music,Pop,494,212,Bad Bunny,Premium
55,UK,Amazon Music,R&B,578,469,Adele,Free
49,France,YouTube,EDM,36,79,Ed Sheeran,Free
39,USA,Amazon Music,R&B,516,142,Drake,Free
57,Brazil,Apple Music,Classical,35,132,Drake,Free
36,Canada,Deezer,Jazz,504,6,The Weeknd,Premium
60,Germany,YouTube,Jazz,357,479,Adele,Premium
51,UK,Apple Music,R&B,496,136,The Weeknd,Premium
39,France,YouTube,Hip-Hop,178,88,Bad Bunny,Free
26,USA,YouTube,Pop,196,24,Billie Eilish,Premium
55,Canada,Spotify,EDM,590,32,The Weeknd,Free
19,South Korea,Apple Music,EDM,111,286,BTS,Free
58,Brazil,Apple Music,EDM,333,314,Taylor Swift,Free
33,Germany,Apple Music,EDM,427,424,Taylor Swift,Free
47,USA,Tidal,Jazz,243,404,BTS,Free
42,Australia,Spotify,R&B,579,399,Billie Eilish,Free
20,Australia,Spotify,Reggae,190,69,Bad Bunny,Premium
52,Australia,Spotify,Country,262,119,Ed Sheeran,Free
16,Australia,Deezer,R&B,527,263,Dua Lipa,Premium
50,Japan,Deezer,Reggae,45,128,Adele,Premium
21,India,Deezer,EDM,153,170,Bad Bunny,Premium
16,Brazil,Amazon Music,Classical,328,444,BTS,Free
47,France,Spotify,EDM,467,270,Adele,Premium
18,Germany,Tidal,EDM,350,430,Billie Eilish,Free
17,Japan,Tidal,EDM,115,56,Post Malone,Premium
50,UK,Spotify,Jazz,96,369,Post Malone,Free
54,Australia,Spotify,EDM,385,388,Billie Eilish,Free
49,Australia,Apple Music,Rock,532,70,Adele,Premium
29,Canada,Tidal,Reggae,295,206,Post Malone,Free
22,Australia,Deezer,Hip-Hop,477,183,Ed Sheeran,Free
16,Australia,Amazon Music,Hip-Hop,11,193,Adele,Free
33,UK,Deezer,R&B,324,88,Adele,Premium
17,Canada,Tidal,EDM,89,160,BTS,Premium
35,Japan,Spotify,EDM,93,358,Post Malone,Free
18,UK,Spotify,Pop,363,202,Billie Eilish,Premium
54,India,Apple Music,R&B,78,139,Billie Eilish,Free
15,France,Deezer,Reggae,587,228,Adele,Premium
16,France,Tidal,Reggae,137,182,Dua Lipa,Premium
58,France,YouTube,Reggae,121,476,Dua Lipa,Free
52,South Korea,YouTube,Country,86,9,Post Malone,Free
22,India,Spotify,Metal,234,236,Taylor Swift,Free
42,Germany,YouTube,Metal,92,323,Post Malone,Free
24,Japan,Tidal,Metal,136,378,BTS,Premium
56,USA,Spotify,EDM,390,46,Bad Bunny,Premium
32,India,YouTube,Country,293,3,Ed Sheeran,Free
34,France,Apple Music,Jazz,450,4,Taylor Swift,Free
36,Japan,Tidal,Pop,397,162,Ed Sheeran,Premium
36,UK,Amazon Music,Jazz,534,326,Dua Lipa,Free
32,France,Deezer,Metal,29,391,Taylor Swift,Free
44,Canada,Deezer,Metal,449,195,Billie Eilish,Premium
49,Canada,Spotify,EDM,76,16,Post Malone,Premium
44,UK,Tidal,Rock,453,412,Adele,Premium
22,Germany,Spotify,Rock,39,137,Billie Eilish,Premium
18,Australia,YouTube,Reggae,431,206,Adele,Premium
50,Germany,Deezer,Country,578,473,Adele,Free
16,USA,Amazon Music,EDM,565,61,Bad Bunny,Premium
56,South Korea,Deezer,R&B,287,462,Taylor Swift,Premium
39,USA,Deezer,Rock,55,130,Adele,Free
46,UK,YouTube,Jazz,588,395,Post Malone,Premium
45,Brazil,YouTube,Classical,383,497,Dua Lipa,Free
33,Japan,Deezer,Hip-Hop,377,261,Bad Bunny,Free
14,India,Tidal,Reggae,212,437,Dua Lipa,Premium
17,India,Spotify,Jazz,382,56,Post Malone,Free
38,Germany,Tidal,Rock,440,218,Bad Bunny,Premium
17,South Korea,Tidal,Pop,496,174,Adele,Premium
36,Australia,Apple Music,Reggae,524,55,Post Malone,Free
53,UK,Deezer,Pop,152,348,Billie Eilish,Premium
43,UK,Tidal,Country,460,105,Adele,Premium
15,Japan,YouTube,Pop,186,149,Ed Sheeran,Free
50,USA,YouTube,Metal,16,189,The Weeknd,Free
16,Australia,Deezer,Classical,45,109,Post Malone,Premium
57,France,Amazon Music,Classical,125,234,Bad Bunny,Free
41,Canada,Amazon Music,Hip-Hop,458,219,Dua Lipa,Free
40,Australia,Apple Music,Jazz,197,183,Drake,Premium
48,South Korea,Deezer,Reggae,74,343,Bad Bunny,Free
39,Japan,Deezer,Reggae,368,26,BTS,Premium
40,Brazil,YouTube,Classical,479,429,Ed Sheeran,Free
43,France,YouTube,Country,334,292,The Weeknd,Premium
25,France,YouTube,EDM,156,114,Billie Eilish,Premium
41,South Korea,Tidal,Jazz,524,177,Taylor Swift,Premium
40,Japan,Spotify,Classical,343,350,Taylor Swift,Free
36,Brazil,Tidal,Rock,544,423,Dua Lipa,Premium
50,South Korea,Apple Music,Pop,311,26,The Weeknd,Free
43,Germany,Spotify,Classical,240,201,Bad Bunny,Free
45,Brazil,Spotify,Jazz,309,333,Dua Lipa,Premium
56,USA,Amazon Music,Country,581,37,Drake,Premium
31,UK,Tidal,EDM,475,218,BTS,Free
38,France,Tidal,EDM,126,441,Post Malone,Free
17,Brazil,Spotify,Country,62,50,Bad Bunny,Free
53,USA,Tidal,R&B,171,256,BTS,Premium
42,France,Tidal,Metal,82,189,Dua Lipa,Premium
55,India,Amazon Music,EDM,490,450,Ed Sheeran,Premium
22,Australia,Spotify,R&B,65,113,Taylor Swift,Free
46,India,Spotify,Rock,253,105,Billie Eilish,Premium
32,Canada,Spotify,R&B,496,91,Drake,Free
21,Canada,Deezer,Metal,340,464,Post Malone,Free
20,Australia,Amazon Music,Rock,395,223,BTS,Free
18,UK,Amazon Music,Metal,416,74,The Weeknd,Free
14,Canada,Tidal,R&B,265,427,Taylor Swift,Premium
51,India,Deezer,Country,89,290,Ed Sheeran,Premium
57,South Korea,Deezer,Country,92,366,Ed Sheeran,Premium
48,USA,Tidal,EDM,399,372,Post Malone,Premium
14,Japan,YouTube,Jazz,566,375,Dua Lipa,Premium
57,USA,YouTube,Country,27,133,Billie Eilish,Premium
58,South Korea,YouTube,R&B,249,25,The Weeknd,Premium
15,USA,Amazon Music,Reggae,379,466,Post Malone,Premium
32,Japan,Spotify,Jazz,32,219,Ed Sheeran,Free
27,Brazil,Spotify,Reggae,166,491,The Weeknd,Free
44,Germany,Tidal,EDM,407,219,Post Malone,Free
25,USA,Spotify,Rock,12,200,Dua Lipa,Premium
40,Brazil,Apple Music,Jazz,60,457,Bad Bunny,Premium
27,France,Tidal,EDM,143,417,Taylor Swift,Premium
53,Germany,Deezer,R&B,158,207,Bad Bunny,Premium
45,USA,Deezer,Reggae,19,61,Drake,Premium
28,USA,Amazon Music,Hip-Hop,149,87,Ed Sheeran,Free
56,Australia,Tidal,Pop,130,234,Dua Lipa,Free
57,India,Tidal,R&B,36,161,Post Malone,Premium
47,USA,Spotify,Metal,40,325,Ed Sheeran,Premium
42,India,Spotify,Rock,136,480,Adele,Free
58,Germany,Apple Music,Metal,214,201,The Weeknd,Free
39,UK,YouTube,Jazz,54,337,Post Malone,Premium
52,UK,Deezer,R&B,111,432,Post Malone,Premium
59,Japan,YouTube,Country,300,106,Ed Sheeran,Premium
41,Japan,Apple Music,Metal,17,496,Taylor Swift,Premium
32,UK,Deezer,Jazz,256,283,The Weeknd,Premium
38,France,Amazon Music,Rock,594,47,Adele,Premium
30,Germany,Apple Music,Hip-Hop,493,461,Dua Lipa,Free
47,France,Tidal,Metal,579,144,Drake,Premium
32,Germany,Apple Music,EDM,356,269,The Weeknd,Free
16,USA,Tidal,Classical,163,359,Adele,Premium
55,South Korea,Tidal,Rock,141,119,Billie Eilish,Premium
47,France,Apple Music,R&B,216,8,BTS,Premium
28,South Korea,Spotify,R&B,431,298,Adele,Free
26,Brazil,Deezer,Metal,149,114,Drake,Premium
39,UK,Apple Music,Metal,477,445,Adele,Free
59,South Korea,YouTube,Country,10,352,Billie Eilish,Free
43,Japan,Spotify,Pop,453,453,BTS,Premium
39,Japan,Apple Music,Pop,553,155,Billie Eilish,Premium
59,USA,Spotify,EDM,275,112,Billie Eilish,Premium
35,Canada,YouTube,Country,230,322,Taylor Swift,Free
41,Australia,Tidal,Pop,101,81,Dua Lipa,Free
56,India,Amazon Music,R&B,424,229,The Weeknd,Premium
46,Brazil,Apple Music,EDM,437,451,Bad Bunny,Free
24,UK,Deezer,Rock,78,233,Drake,Premium
51,USA,YouTube,Hip-Hop,343,104,Taylor Swift,Free
50,Australia,Spotify,Reggae,73,1,Post Malone,Free
58,Japan,YouTube,Rock,597,356,BTS,Free
58,USA,YouTube,Classical,537,311,Adele,Premium
39,Germany,Deezer,Jazz,228,263,Post Malone,Free
47,Japan,YouTube,Metal,553,441,Dua Lipa,Premium
57,Brazil,YouTube,Jazz,548,217,Taylor Swift,Free
46,UK,Spotify,Reggae,47,225,Ed Sheeran,Free
32,Australia,Tidal,Pop,424,22,Dua Lipa,Free
46,Japan,YouTube,Metal,523,78,Drake,Free
35,France,Tidal,Jazz,240,143,BTS,Free
40,South Korea,Spotify,Country,551,394,Drake,Premium
22,UK,Deezer,Country,395,151,Billie Eilish,Premium
39,Australia,Deezer,Rock,176,192,BTS,Premium
37,South Korea,YouTube,Reggae,307,213,Billie Eilish,Free
51,Germany,YouTube,Reggae,533,58,Billie Eilish,Premium
16,Canada,Apple Music,Pop,439,231,Billie Eilish,Free
48,USA,Deezer,Pop,260,426,Post Malone,Premium
28,South Korea,Apple Music,Jazz,352,269,Ed Sheeran,Free
58,Canada,Spotify,Hip-Hop,442,296,Bad Bunny,Free
33,Canada,YouTube,Reggae,225,36,Adele,Premium
30,Canada,Spotify,Reggae,388,285,Taylor Swift,Free
21,South Korea,Deezer,Country,314,187,BTS,Free
40,Germany,Apple Music,Metal,261,233,The Weeknd,Premium
53,France,Tidal,Country,594,334,The Weeknd,Free
45,France,Spotify,Reggae,214,359,Billie Eilish,Free
44,UK,YouTube,Classical,234,166,Ed Sheeran,Premium
38,Japan,Apple Music,Country,158,411,Bad Bunny,Premium
45,South Korea,Amazon Music,Pop,503,235,Billie Eilish,Free
21,South Korea,Apple Music,Rock,335,336,Drake,Premium
40,Australia,Amazon Music,Hip-Hop,367,106,Adele,Premium
23,India,Apple Music,Classical,145,102,Adele,Free
44,Australia,Amazon Music,Reggae,224,210,Adele,Premium
28,South Korea,Amazon Music,Country,140,344,Adele,Free
27,Brazil,YouTube,R&B,340,315,Adele,Free
53,Germany,Apple Music,Metal,448,208,Billie Eilish,Free
43,India,Spotify,Country,593,488,Post Malone,Premium
13,Brazil,Amazon Music,Reggae,273,110,BTS,Premium
45,India,YouTube,Reggae,493,116,Dua Lipa,Premium
28,France,Tidal,Country,572,162,Post Malone,Free
32,Brazil,Spotify,Rock,225,188,Drake,Premium
41,Australia,Apple Music,Rock,177,465,Post Malone,Free
58,France,Apple Music,Rock,486,347,Billie Eilish,Premium
38,France,Amazon Music,Country,600,208,Billie Eilish,Free
34,Japan,Tidal,R&B,483,340,Drake,Free
40,Japan,YouTube,Metal,68,179,Taylor Swift,Free
59,Australia,Tidal,R&B,105,448,BTS,Free
35,UK,YouTube,Hip-Hop,520,380,Post Malone,Premium
14,Japan,YouTube,Country,342,256,Dua Lipa,Premium
36,Germany,Tidal,Country,254,232,Billie Eilish,Premium
13,USA,Deezer,Classical,483,14,Bad Bunny,Premium
13,USA,Amazon Music,Metal,189,396,Bad Bunny,Free
38,France,Apple Music,Classical,460,251,Adele,Premium
28,UK,Spotify,Country,174,42,Adele,Free
32,France,Spotify,EDM,78,163,Adele,Free
42,Canada,Tidal,Country,44,97,Billie Eilish,Premium
31,South Korea,YouTube,Jazz,136,18,Taylor Swift,Premium
55,USA,Amazon Music,Country,34,108,Taylor Swift,Premium
48,South Korea,Spotify,Classical,195,188,Drake,Premium
13,UK,Apple Music,EDM,272,303,Billie Eilish,Premium
58,Canada,Amazon Music,Country,227,372,Billie Eilish,Free
26,Germany,Deezer,Hip-Hop,314,233,Ed Sheeran,Free
49,Japan,Apple Music,EDM,384,327,BTS,Free
52,South Korea,Tidal,R&B,364,4,Post Malone,Premium
31,Brazil,Amazon Music,Rock,404,14,BTS,Premium
28,Brazil,Amazon Music,Rock,54,143,Ed Sheeran,Premium
53,USA,YouTube,EDM,505,409,BTS,Premium
56,South Korea,Apple Music,Rock,575,262,Billie Eilish,Free
43,UK,Tidal,R&B,557,95,The Weeknd,Premium
42,Canada,Amazon Music,R&B,288,320,Dua Lipa,Free
56,Australia,Apple Music,Metal,113,72,BTS,Free
23,France,Tidal,Hip-Hop,356,424,Dua Lipa,Free
20,Australia,Deezer,R&B,504,385,Taylor Swift,Premium
28,Japan,Spotify,Classical,33,246,Ed Sheeran,Premium
55,India,Spotify,Jazz,119,144,Taylor Swift,Free
31,Japan,YouTube,Reggae,593,213,BTS,Premium
35,Canada,Spotify,Pop,240,423,Bad Bunny,Free
21,France,Deezer,Jazz,327,96,Taylor Swift,Free
60,UK,Amazon Music,Reggae,566,380,Adele,Free
55,UK,YouTube,Jazz,541,410,Billie Eilish,Premium
52,Brazil,Tidal,Rock,554,313,Adele,Free
37,South Korea,Tidal,Rock,265,203,Dua Lipa,Free
50,USA,Tidal,Jazz,89,474,Drake,Premium
59,USA,Amazon Music,Classical,112,294,BTS,Free
55,Australia,Tidal,Country,259,140,Drake,Free
51,Australia,YouTube,Jazz,580,267,Taylor Swift,Premium
41,Australia,Spotify,Reggae,112,164,Bad Bunny,Premium
28,Brazil,Tidal,Classical,313,148,Drake,Premium
45,South Korea,Apple Music,Reggae,159,325,Dua Lipa,Premium
22,Japan,Spotify,Classical,148,245,Billie Eilish,Premium
25,Germany,Deezer,Metal,308,410,Billie Eilish,Premium
28,France,Tidal,Metal,360,162,Adele,Free
25,Canada,Spotify,Reggae,115,334,Ed Sheeran,Free
13,Australia,YouTube,EDM,32,35,Drake,Free
53,Australia,Deezer,Rock,465,426,Ed Sheeran,Premium
36,Canada,Tidal,Hip-Hop,487,492,Post Malone,Premium
47,Germany,Spotify,R&B,248,318,Billie Eilish,Free
17,Japan,Tidal,Country,534,39,Post Malone,Premium
42,France,Deezer,Rock,252,258,BTS,Free
38,Australia,YouTube,Jazz,239,196,Bad Bunny,Premium
20,UK,YouTube,Reggae,467,494,Ed Sheeran,Free
18,UK,YouTube,Country,398,203,Ed Sheeran,Free
20,South Korea,Spotify,R&B,382,16,Billie Eilish,Free
60,Australia,Amazon Music,EDM,309,401,Ed Sheeran,Free
56,France,Spotify,Rock,597,375,Bad Bunny,Free
13,France,YouTube,Metal,594,410,Bad Bunny,Free
21,USA,Amazon Music,Country,294,98,Taylor Swift,Premium
38,India,Deezer,Jazz,65,285,The Weeknd,Premium
26,Japan,Apple Music,Rock,390,105,Drake,Free
59,Brazil,Spotify,Hip-Hop,427,455,Post Malone,Premium
42,South Korea,Deezer,Metal,458,306,Bad Bunny,Premium
25,UK,Amazon Music,Jazz,309,481,Billie Eilish,Free
22,Canada,Apple Music,Country,175,371,Bad Bunny,Premium
29,France,Spotify,R&B,43,163,Billie Eilish,Free
36,France,Spotify,Rock,73,64,Ed Sheeran,Free
50,South Korea,Apple Music,Jazz,469,486,Post Malone,Premium
21,Brazil,Amazon Music,Reggae,529,486,BTS,Free
14,Germany,YouTube,R&B,359,204,Taylor Swift,Premium
59,France,Deezer,Classical,472,450,Dua Lipa,Free
48,South Korea,YouTube,Reggae,385,320,Ed Sheeran,Premium
44,Brazil,Deezer,Hip-Hop,355,316,The Weeknd,Premium
35,France,Spotify,Pop,564,410,Bad Bunny,Free
17,Brazil,YouTube,Metal,60,419,Taylor Swift,Premium
50,Germany,Tidal,Classical,420,25,Adele,Premium
35,Germany,Amazon Music,Metal,588,236,Bad Bunny,Free
26,Australia,Deezer,Rock,493,74,Post Malone,Free
55,UK,Tidal,Jazz,453,132,BTS,Free
22,Australia,Deezer,Jazz,241,181,Drake,Free
57,Brazil,Amazon Music,R&B,363,107,Bad Bunny,Free
49,Canada,YouTube,Classical,230,73,BTS,Free
29,France,Tidal,Hip-Hop,442,464,Drake,Free
33,France,YouTube,R&B,322,399,Adele,Premium
54,UK,Spotify,Hip-Hop,369,223,Dua Lipa,Premium
37,Japan,Apple Music,Metal,322,15,Drake,Premium
29,Brazil,Amazon Music,EDM,450,172,Bad Bunny,Free
60,Japan,Amazon Music,Classical,245,147,Dua Lipa,Free
58,India,YouTube,EDM,539,433,Dua Lipa,Premium
17,USA,Tidal,R&B,442,472,Drake,Free
20,Australia,Tidal,Hip-Hop,479,129,Post Malone,Free
45,UK,Tidal,R&B,12,18,Ed Sheeran,Free
39,Brazil,Amazon Music,Metal,60,147,Dua Lipa,Free
13,UK,Tidal,Metal,197,2,Drake,Free
13,Australia,YouTube,R&B,103,1,Taylor Swift,Premium
29,UK,Deezer,Country,18,243,Bad Bunny,Free
42,South Korea,Amazon Music,R&B,177,345,Billie Eilish,Free
15,South Korea,Amazon Music,Hip-Hop,354,425,Drake,Premium
19,Brazil,Amazon Music,Jazz,75,256,The Weeknd,Premium
13,Brazil,Amazon Music,Rock,590,470,Adele,Free
43,Brazil,Apple Music,Jazz,498,167,Post Malone,Free
52,Australia,YouTube,Metal,572,213,The Weeknd,Free
38,Germany,YouTube,EDM,475,79,BTS,Free
25,USA,Apple Music,Hip-Hop,375,171,Adele,Free
30,UK,Apple Music,R&B,148,204,Drake,Premium
25,Canada,YouTube,Rock,370,18,Post Malone,Free
43,Germany,Amazon Music,Hip-Hop,169,142,Taylor Swift,Free
29,South Korea,Deezer,Reggae,372,178,Ed Sheeran,Free
54,India,Spotify,Classical,194,256,Drake,Premium
40,South Korea,Amazon Music,Hip-Hop,400,484,Billie Eilish,Premium
60,Canada,Tidal,Metal,192,271,Bad Bunny,Free
42,Australia,Tidal,Pop,473,348,Bad Bunny,Free
17,Japan,Deezer,Metal,282,79,Taylor Swift,Free
24,Brazil,YouTube,Metal,148,110,Ed Sheeran,Free
18,India,YouTube,Hip-Hop,295,341,Dua Lipa,Free
34,Australia,Tidal,Hip-Hop,396,78,Billie Eilish,Premium
20,USA,Amazon Music,Rock,200,314,Taylor Swift,Premium
57,Brazil,Tidal,EDM,95,157,Ed Sheeran,Free
34,France,Spotify,Jazz,103,441,Bad Bunny,Premium
30,Brazil,Deezer,EDM,294,308,Adele,Free
24,UK,Tidal,R&B,539,137,Billie Eilish,Premium
25,Germany,YouTube,R&B,360,244,Taylor Swift,Free
56,India,Spotify,EDM,355,60,Post Malone,Premium
53,Canada,Deezer,Reggae,381,453,Ed Sheeran,Premium
21,UK,Apple Music,EDM,32,397,Ed Sheeran,Free
29,Brazil,Deezer,Metal,114,384,Dua Lipa,Premium
46,Canada,Amazon Music,Rock,326,99,Drake,Free
14,USA,Deezer,Hip-Hop,475,441,Post Malone,Premium
39,Germany,Spotify,Hip-Hop,83,456,Dua Lipa,Premium
34,South Korea,YouTube,Reggae,479,479,BTS,Premium
26,Australia,Apple Music,Metal,104,144,Bad Bunny,Free
59,France,Amazon Music,Pop,51,468,Bad Bunny,Free
19,Brazil,Apple Music,EDM,33,444,Drake,Free
50,Brazil,Deezer,Country,491,1,Taylor Swift,Premium
40,Canada,Amazon Music,R&B,499,395,Bad Bunny,Premium
35,UK,Deezer,Classical,594,13,BTS,Premium
33,France,Apple Music,Jazz,78,131,Adele,Free
53,UK,Tidal,Hip-Hop,480,187,Post Malone,Free
59,Australia,Deezer,EDM,164,79,The Weeknd,Free
40,France,Spotify,Classical,255,12,Drake,Free
44,Canada,Amazon Music,Rock,198,35,Drake,Free
20,South Korea,Deezer,Pop,154,377,Dua Lipa,Free
33,Japan,Deezer,Reggae,541,302,Dua Lipa,Premium
16,UK,YouTube,Rock,435,256,Post Malone,Free
52,UK,Deezer,Metal,148,377,Drake,Free
26,USA,Tidal,Reggae,263,410,The Weeknd,Free
25,Brazil,YouTube,R&B,195,337,Post Malone,Premium
58,Brazil,Tidal,Reggae,89,378,The Weeknd,Premium
55,UK,YouTube,EDM,424,363,Ed Sheeran,Premium
24,India,Tidal,Jazz,551,479,BTS,Free
31,India,Amazon Music,Jazz,465,15,Post Malone,Free
29,India,Tidal,EDM,453,137,Dua Lipa,Premium
37,France,Apple Music,Classical,349,58,Post Malone,Premium
30,Brazil,YouTube,Jazz,537,91,Adele,Free
34,France,Amazon Music,Metal,154,365,Ed Sheeran,Premium
20,India,Deezer,R&B,61,157,BTS,Free
19,South Korea,YouTube,Classical,85,5,Drake,Free
21,USA,Amazon Music,Classical,467,453,Drake,Free
43,France,Amazon Music,Reggae,134,174,Billie Eilish,Premium
59,USA,Spotify,Metal,167,200,Dua Lipa,Premium
17,South Korea,Apple Music,Pop,590,171,Bad Bunny,Premium
42,UK,Deezer,Rock,382,369,BTS,Free
24,India,Apple Music,R&B,12,253,Drake,Premium
29,Japan,Deezer,Reggae,310,18,Bad Bunny,Premium
60,UK,Tidal,R&B,30,157,The Weeknd,Free
49,France,Amazon Music,Jazz,45,451,Adele,Free
19,France,Tidal,Reggae,474,373,Adele,Premium
58,Germany,Spotify,Classical,471,272,Dua Lipa,Premium
56,France,YouTube,Country,225,39,Dua Lipa,Premium
57,Canada,Spotify,Metal,233,384,Ed Sheeran,Premium
47,Australia,Deezer,Jazz,115,15,BTS,Free
32,India,Deezer,Jazz,133,274,Ed Sheeran,Premium
15,Canada,Amazon Music,Rock,576,408,Billie Eilish,Premium
47,Australia,Tidal,Metal,91,122,Dua Lipa,Premium
55,India,Tidal,Hip-Hop,90,376,Post Malone,Free
28,India,Amazon Music,Reggae,426,173,Post Malone,Premium
32,UK,Apple Music,Country,128,78,Post Malone,Premium
37,UK,Tidal,Jazz,236,239,Drake,Free
32,Australia,Apple Music,R&B,422,22,Adele,Free
25,India,YouTube,Reggae,349,8,Adele,Premium
40,Brazil,Amazon Music,Metal,290,106,BTS,Premium
34,Australia,Amazon Music,R&B,103,114,BTS,Free
48,France,Tidal,Hip-Hop,306,499,Bad Bunny,Free
35,Germany,Deezer,Reggae,551,421,Drake,Premium
51,UK,YouTube,Metal,455,93,Dua Lipa,Premium
49,Australia,Spotify,Rock,409,369,Billie Eilish,Premium
25,Australia,YouTube,Metal,554,432,The Weeknd,Free
17,Brazil,Amazon Music,Country,521,427,Adele,Premium
58,Canada,Amazon Music,Rock,458,109,Drake,Premium
39,Brazil,Deezer,Pop,12,202,Post Malone,Premium
56,Canada,Spotify,Classical,411,396,Taylor Swift,Premium
50,India,Apple Music,Classical,227,88,Ed Sheeran,Premium
28,Brazil,Amazon Music,R&B,334,312,Post Malone,Premium
55,Germany,Apple Music,R&B,566,63,Billie Eilish,Free
17,Japan,Amazon Music,Hip-Hop,74,238,BTS,Premium
37,Australia,Tidal,Pop,210,306,Bad Bunny,Premium
13,Germany,Tidal,Pop,480,83,BTS,Premium
13,USA,Amazon Music,Reggae,14,15,Post Malone,Free
43,France,Deezer,Pop,13,299,Post Malone,Premium
59,South Korea,Spotify,Hip-Hop,27,15,Billie Eilish,Free
43,India,Apple Music,Classical,134,151,Adele,Premium
60,Australia,Deezer,R&B,587,294,BTS,Premium
45,Brazil,Tidal,Reggae,44,495,BTS,Free
39,Canada,Tidal,Pop,247,311,BTS,Free
17,USA,Tidal,EDM,33,265,Taylor Swift,Free
21,Japan,Spotify,Reggae,240,32,The Weeknd,Free
29,France,Spotify,Jazz,489,326,Drake,Free
22,Japan,Spotify,Metal,139,384,Ed Sheeran,Premium
60,Brazil,Deezer,R&B,127,38,BTS,Free
31,Brazil,Deezer,Jazz,458,32,Taylor Swift,Free
18,South Korea,Apple Music,Metal,275,165,Bad Bunny,Free
31,France,Spotify,Pop,343,437,BTS,Premium
19,USA,Amazon Music,EDM,583,448,Bad Bunny,Free
25,Australia,Tidal,Pop,284,425,Drake,Premium
38,South Korea,YouTube,Metal,534,459,Bad Bunny,Premium
59,France,Tidal,Pop,523,495,Drake,Free
